consultancy_name,state,area_district,students_applied,successful_applications,consultancy_fee_inr,commission_fee_inr,total_fee_inr,rating,reviews,primary_country,us_applications_pct,uk_applications_pct,germany_applications_pct
Pinnacle Guidance,Arunachal Pradesh,Itanagar,4387,2745,34000,1700,35700,4.9,1010,US,79,6,15
Horizon Experts,Jammu and Kashmir,Baramulla,3996,2808,43000,2150,45150,4.6,1218,US,45,26,29
Summit Guidance,Goa,Panaji,1979,1769,40000,2000,42000,4.4,4092,US,61,24,15
Overseas Guidance,Odisha,Rourkela,543,373,59000,2950,61950,4.8,3753,UK,11,78,11
Study Group,West Bengal,Asansol,4492,3670,48000,2400,50400,4.3,4082,US,45,12,43
Horizon Experts,Tripura,Dharmanagar,1907,1186,29000,1450,30450,4.4,4631,US,78,9,13
Gateway Ventures,Gujarat,Vadodara,2812,2002,15000,750,15750,3.1,856,UK,15,54,31
Overseas Consultants,Meghalaya,Nongpoh,3776,2566,74000,3700,77700,3.1,2227,Germany,10,16,74
Vision Services,Himachal Pradesh,Solan,136,90,46000,2300,48300,3.1,2233,US,55,22,23
Apex Mentors,Maharashtra,Nagpur,3127,2194,41000,2050,43050,3.4,2861,Germany,16,10,74
Elite Experts,Haryana,Ambala,225,159,38000,1900,39900,4.7,1179,US,68,26,6
Overseas Experts Network,Chhattisgarh,Bilaspur,942,831,25000,1250,26250,3.5,3105,US,58,19,23
Pinnacle Education,Gujarat,Rajkot,353,255,11000,550,11550,3,3565,UK,18,74,8
Edu Group,Uttar Pradesh,Varanasi,2798,2369,19000,950,19950,3.4,3161,US,60,14,26
Vision Services,Assam,Guwahati,3256,2437,10000,500,10500,3.3,975,Germany,33,12,55
Summit Pathways,Rajasthan,Kota,4061,2450,31000,1550,32550,3.9,4871,UK,18,75,7
Pinnacle Solutions,Uttarakhand,Dehradun,1809,1466,20000,1000,21000,3.2,1539,Germany,28,25,47
Vision Guidance,Nagaland,Mokokchung,3301,2792,20000,1000,21000,4.6,528,Germany,27,7,66
Premier Experts,Goa,Vasco da Gama,4501,3126,71000,3550,74550,4.6,2559,US,55,19,26
Gateway Ventures,Rajasthan,Udaipur,4982,3019,15000,750,15750,4.3,4220,Germany,22,7,71
Path Advisors,Arunachal Pradesh,Bomdila,1807,1157,25000,1250,26250,3.4,647,UK,6,77,17
Elite Consultants,Bihar,Muzaffarpur,1731,1163,23000,1150,24150,4.6,4248,UK,23,53,24
Pinnacle Education India,Goa,Panaji,3331,3077,10000,500,10500,3.6,1063,UK,9,60,31
Future Education,Himachal Pradesh,Manali,1462,940,62000,3100,65100,3.7,621,Germany,7,18,75
Pioneer Group,Bihar,Muzaffarpur,3949,2852,43000,2150,45150,3.4,3148,Germany,19,35,46
Vision Guidance,Odisha,Bhubaneswar,1833,1143,75000,3750,78750,4.9,209,Germany,15,26,59
Overseas Group,Jharkhand,Bokaro,3895,3385,40000,2000,42000,3.2,3720,US,53,39,8
Future Education Global,West Bengal,Kolkata,3338,2058,69000,3450,72450,3.2,961,Germany,18,29,53
Future Pathways,Jharkhand,Bokaro,3195,2733,75000,3750,78750,5,2900,UK,33,45,22
Premier Experts,Bihar,Patna,88,72,67000,3350,70350,4.5,3576,Germany,9,38,53
Vision Solutions India,Uttarakhand,Haldwani,2138,1366,12000,600,12600,3.6,2209,Germany,16,21,63
Pioneer Services,Meghalaya,Jowai,4635,3112,46000,2300,48300,4.6,153,Germany,22,22,56
Global Guidance,Haryana,Rohtak,2684,2502,40000,2000,42000,4.1,3940,Germany,11,10,79
Path Experts,Uttar Pradesh,Prayagraj,1551,1406,58000,2900,60900,4.5,1259,Germany,13,8,79
Premier Consultants Global,Arunachal Pradesh,Ziro,1089,888,55000,2750,57750,3.6,3245,US,51,28,21
Apex Solutions Network,Mizoram,Serchhip,4788,4247,14000,700,14700,4.3,2278,US,55,11,34
Path Group,Haryana,Ambala,4972,3253,39000,1950,40950,4,1235,UK,41,53,6
Pioneer Experts,Uttarakhand,Haridwar,3414,2299,14000,700,14700,3.2,4050,UK,12,69,19
Study Pathways,Tamil Nadu,Tiruchirappalli,3277,2356,32000,1600,33600,3.1,2032,US,77,17,6
Edu Services,Andhra Pradesh,Vijayawada,420,321,28000,1400,29400,4.4,2649,Germany,31,8,61
Study Services,Karnataka,Mysuru,88,70,60000,3000,63000,3.1,2946,UK,29,65,6
Path Consultants,Odisha,Cuttack,3778,3368,50000,2500,52500,3,3622,UK,28,58,14
Future Consultants,Gujarat,Rajkot,4368,3476,59000,2950,61950,3.4,2051,UK,28,57,15
Pioneer Experts India,Bihar,Muzaffarpur,914,593,33000,1650,34650,4.7,4348,UK,7,49,44
Edu Group,West Bengal,Kolkata,1326,1001,46000,2300,48300,4.3,2431,Germany,39,7,54
Premier Guidance,Bihar,Muzaffarpur,4896,4063,67000,3350,70350,4.4,83,UK,19,75,6
Pioneer Pathways,Kerala,Kochi,4523,3198,40000,2000,42000,4.5,808,Germany,42,13,45
Premier Experts,Maharashtra,Thane,1703,1068,36000,1800,37800,3.5,3320,UK,12,45,43
Global Solutions,Karnataka,Mangaluru,1587,1161,67000,3350,70350,3.2,2756,UK,18,57,25
Horizon Consultants,Telangana,Nizamabad,2941,2726,29000,1450,30450,4.9,1228,UK,34,49,17
Future Ventures,Maharashtra,Nagpur,2402,1821,70000,3500,73500,3.9,121,US,72,5,23
Premier Pathways,Andhra Pradesh,Nellore,4449,2844,42000,2100,44100,3.9,3964,UK,28,66,6
Pioneer Experts,Punjab,Jalandhar,54,48,63000,3150,66150,4.6,4266,UK,11,75,14
Pioneer Solutions,Odisha,Berhampur,1422,936,51000,2550,53550,4.1,3343,UK,8,71,21
Overseas Education,Punjab,Patiala,1828,1358,53000,2650,55650,3.7,2461,UK,40,49,11
Pinnacle Services,Gujarat,Vadodara,2642,2161,33000,1650,34650,3.6,2043,Germany,34,12,54
Apex Consultants International,Telangana,Khammam,76,68,30000,1500,31500,4.8,2197,US,70,14,16
Future Group,Karnataka,Mangaluru,3908,2521,11000,550,11550,3.2,4179,UK,8,61,31
Edu Advisors,Gujarat,Vadodara,1430,1221,70000,3500,73500,4,3955,US,64,8,28
Vision Guidance,Himachal Pradesh,Shimla,2756,1780,16000,800,16800,4.9,3978,US,64,27,9
Edu Services India,Arunachal Pradesh,Tawang,1093,688,62000,3100,65100,4.1,3269,US,62,24,14
Overseas Education Network,Manipur,Bishnupur,1224,824,23000,1150,24150,3.3,1333,US,77,6,17
Elite Solutions,Delhi,Connaught Place,3474,2489,56000,2800,58800,3.8,2775,US,80,12,8
Premier Advisors Global,Karnataka,Belagavi,4862,3561,43000,2150,45150,3.6,1353,US,68,23,9
Premier Education,Himachal Pradesh,Mandi,1890,1267,21000,1050,22050,3.2,1224,UK,24,47,29
Elite Pathways Network,Andhra Pradesh,Visakhapatnam,3459,2703,54000,2700,56700,4,4409,UK,16,74,10
Future Pathways,Andhra Pradesh,Vijayawada,4064,3571,50000,2500,52500,4.3,3560,Germany,5,31,64
Gateway Education,Himachal Pradesh,Solan,3803,3519,41000,2050,43050,3.4,4391,US,66,17,17
Vision Pathways,Jammu and Kashmir,Baramulla,1547,1065,59000,2950,61950,4.9,4913,US,45,42,13
Path Pathways International,Andhra Pradesh,Kurnool,771,582,51000,2550,53550,3,99,Germany,9,25,66
Horizon Consultants,Maharashtra,Nashik,4211,3555,20000,1000,21000,4.6,3695,US,52,42,6
Future Services,Andhra Pradesh,Guntur,3801,3248,45000,2250,47250,4.6,4699,UK,20,49,31
Global Services,Jharkhand,Jamshedpur,2960,2441,27000,1350,28350,3.9,1467,Germany,24,7,69
Horizon Mentors,Meghalaya,Tura,3001,2707,47000,2350,49350,4.7,367,Germany,20,28,52
Pinnacle Group,Rajasthan,Udaipur,993,832,68000,3400,71400,4.8,1005,UK,39,48,13
Overseas Solutions,Mizoram,Aizawl,4108,3307,70000,3500,73500,4.3,3526,US,57,36,7
Elite Guidance India,Delhi,Vasant Kunj,4358,3473,36000,1800,37800,4.1,3307,UK,18,54,28
Global Education India,Tamil Nadu,Coimbatore,1974,1851,13000,650,13650,3.3,756,UK,17,76,7
Apex Education,Arunachal Pradesh,Itanagar,3421,2454,38000,1900,39900,3.6,2334,US,47,34,19
Future Consultants,Assam,Silchar,874,814,64000,3200,67200,4.2,3173,US,76,8,16
Overseas Solutions Network,Sikkim,Mangan,97,84,54000,2700,56700,3.6,1450,UK,30,54,16
Summit Ventures,Himachal Pradesh,Manali,3896,2352,29000,1450,30450,4.5,871,US,80,15,5
Summit Experts,Andhra Pradesh,Nellore,2888,2426,42000,2100,44100,3.1,2169,UK,29,61,10
Pioneer Consultants,Maharashtra,Pune,2255,1489,53000,2650,55650,3.3,2494,UK,10,71,19
Global Services,Arunachal Pradesh,Bomdila,819,690,64000,3200,67200,3.3,3858,US,68,20,12
Overseas Services,Mizoram,Kolasib,428,387,29000,1450,30450,4.3,1699,Germany,35,13,52
Overseas Pathways Network,Punjab,Bathinda,2546,1567,68000,3400,71400,3.3,4727,UK,16,62,22
Pioneer Solutions,Assam,Dibrugarh,3924,3006,64000,3200,67200,4.6,4840,UK,16,75,9
Future Solutions,Tamil Nadu,Chennai,4797,3217,72000,3600,75600,3.8,2564,UK,12,65,23
Vision Ventures,Karnataka,Belagavi,4419,2988,21000,1050,22050,3.7,868,Germany,18,12,70
Study Group Global,Delhi,Connaught Place,1673,1157,69000,3450,72450,3.6,2919,Germany,14,10,76
Path Solutions India,Bihar,Muzaffarpur,4543,2824,41000,2050,43050,3.7,3021,UK,36,52,12
Overseas Experts,Maharashtra,Pune,892,670,12000,600,12600,4.6,2524,US,72,11,17
Gateway Pathways India,Uttar Pradesh,Agra,1944,1622,62000,3100,65100,4.6,2071,UK,11,60,29
Study Education,Chhattisgarh,Bilaspur,2132,1408,55000,2750,57750,4.8,343,US,65,8,27
Edu Solutions,Himachal Pradesh,Mandi,3971,2778,32000,1600,33600,4.8,602,UK,23,59,18
Premier Mentors,Kerala,Kollam,2078,1796,36000,1800,37800,4.3,1794,UK,17,58,25
Apex Consultants,Goa,North Goa,601,378,56000,2800,58800,4,4963,UK,11,79,10
Gateway Pathways,Delhi,Dwarka,941,747,32000,1600,33600,4,193,US,74,16,10
Edu Pathways,Gujarat,Ahmedabad,1534,1120,31000,1550,32550,4.7,2203,Germany,18,29,53
Pioneer Advisors India,Bihar,Gaya,1271,1009,28000,1400,29400,3.9,369,US,73,22,5
Apex Consultants Network,Kerala,Thiruvananthapuram,4973,4071,31000,1550,32550,4.2,2653,US,70,21,9
Global Ventures,Mizoram,Kolasib,3537,2264,41000,2050,43050,3.4,2138,UK,14,76,10
Edu Advisors,Himachal Pradesh,Manali,4739,4244,50000,2500,52500,3.9,1687,US,75,15,10
Global Guidance,Gujarat,Ahmedabad,2216,2027,29000,1450,30450,4.2,2161,US,52,21,27
Vision Mentors,West Bengal,Siliguri,2489,2110,55000,2750,57750,4.5,3347,US,71,19,10
Pioneer Services,Assam,Guwahati,2005,1729,21000,1050,22050,3.9,4636,UK,6,59,35
Pioneer Services India,Punjab,Ludhiana,4555,3169,69000,3450,72450,3.7,2940,UK,14,57,29
Gateway Experts,Manipur,Bishnupur,4365,3860,15000,750,15750,3.3,2011,UK,22,71,7
Summit Pathways,Mizoram,Serchhip,2407,1451,52000,2600,54600,3.9,3735,US,50,6,44
Overseas Ventures Network,Delhi,Vasant Kunj,4583,4213,55000,2750,57750,4.3,3522,Germany,18,7,75
Pinnacle Advisors International,Rajasthan,Bikaner,3267,2461,19000,950,19950,3.8,1196,Germany,13,8,79
Edu Mentors,Gujarat,Surat,4020,3702,36000,1800,37800,4.5,1447,US,79,10,11
Elite Experts,Madhya Pradesh,Indore,3215,2327,25000,1250,26250,3.5,2017,US,80,12,8
Apex Ventures International,Nagaland,Kohima,1388,1165,43000,2150,45150,4.2,733,US,80,15,5
Premier Advisors,Meghalaya,Shillong,4623,3103,35000,1750,36750,3.9,4384,US,56,11,33
Summit Solutions,Arunachal Pradesh,Itanagar,978,763,32000,1600,33600,4.2,1395,UK,7,66,27
Gateway Education,Madhya Pradesh,Ujjain,4617,4355,19000,950,19950,3.2,537,US,50,40,10
Pinnacle Education,Goa,Margao,2136,1923,70000,3500,73500,4.4,3473,UK,16,46,38
Pioneer Solutions,Odisha,Bhubaneswar,4573,3613,75000,3750,78750,4.7,3304,Germany,15,7,78
Pinnacle Guidance,Maharashtra,Mumbai,4516,4210,24000,1200,25200,4,18,UK,33,59,8
Premier Experts,Tamil Nadu,Tiruchirappalli,2309,1527,63000,3150,66150,3.9,2202,Germany,27,9,64
Gateway Experts,Tripura,Udaipur,3628,2225,32000,1600,33600,3.3,30,US,69,16,15
Global Ventures,Tripura,Kailashahar,3927,2696,45000,2250,47250,3.2,2502,US,67,15,18
Overseas Group,Kerala,Kollam,2818,2048,31000,1550,32550,3.9,440,US,53,38,9
Horizon Solutions India,Sikkim,Namchi,4684,4003,46000,2300,48300,3.2,1539,UK,26,57,17
Future Solutions,Uttarakhand,Dehradun,4389,3357,47000,2350,49350,3.8,2190,US,76,19,5
Path Ventures,Odisha,Bhubaneswar,3208,2587,17000,850,17850,3.8,1683,UK,8,70,22
Future Consultants,Madhya Pradesh,Ujjain,4715,4234,43000,2150,45150,3.9,3240,US,55,31,14
Apex Advisors,Jammu and Kashmir,Jammu,1414,898,67000,3350,70350,4.9,4214,Germany,11,24,65
Apex Group,West Bengal,Siliguri,1154,796,20000,1000,21000,4.5,73,US,62,15,23
Pioneer Mentors International,Gujarat,Jamnagar,4038,2891,38000,1900,39900,3.4,4887,UK,20,51,29
Pioneer Services,Gujarat,Surat,488,319,56000,2800,58800,3.8,1782,Germany,12,41,47
Elite Guidance India,Himachal Pradesh,Manali,2116,1383,13000,650,13650,4,4148,US,62,21,17
Global Services Global,Sikkim,Gangtok,2101,1472,18000,900,18900,4,1462,Germany,38,16,46
Premier Consultants,West Bengal,Darjeeling,174,161,31000,1550,32550,3.4,4721,US,62,17,21
Summit Experts,Bihar,Muzaffarpur,2606,1588,37000,1850,38850,3.6,3075,UK,13,46,41
Vision Solutions,Tamil Nadu,Vellore,4485,4194,75000,3750,78750,3.3,2211,UK,38,56,6
Path Education,Bihar,Bhagalpur,3584,3357,32000,1600,33600,4.6,3655,US,60,7,33
Pioneer Services,Mizoram,Kolasib,3281,2362,26000,1300,27300,3.5,3486,UK,33,57,10
Path Experts India,Arunachal Pradesh,Ziro,3769,3486,38000,1900,39900,4.7,3008,US,58,8,34
Gateway Group,Kerala,Kochi,4336,3913,70000,3500,73500,4.7,4286,Germany,20,8,72
Pioneer Group,Madhya Pradesh,Indore,3761,2453,56000,2800,58800,3.6,2373,Germany,10,38,52
Edu Services India,Chhattisgarh,Durg,767,692,39000,1950,40950,4.2,494,US,70,10,20
Premier Education India,West Bengal,Darjeeling,3373,2824,64000,3200,67200,3.7,76,Germany,7,18,75
Future Mentors,Nagaland,Tuensang,1884,1485,41000,2050,43050,4,3468,UK,19,57,24
Study Consultants,Gujarat,Jamnagar,77,63,18000,900,18900,3.8,4032,Germany,26,16,58
Apex Experts,Punjab,Jalandhar,2804,1862,53000,2650,55650,3.2,2937,Germany,11,23,66
Pinnacle Mentors,Goa,North Goa,550,368,61000,3050,64050,3.1,3174,US,67,23,10
Path Mentors,Jammu and Kashmir,Anantnag,2694,1844,73000,3650,76650,3.1,3297,Germany,6,30,64
Future Group,Gujarat,Jamnagar,539,399,49000,2450,51450,4.8,1538,Germany,6,49,45
Edu Experts India,Mizoram,Serchhip,4813,2989,11000,550,11550,3.7,1534,Germany,5,15,80
Premier Consultants,Andhra Pradesh,Tirupati,4542,2814,19000,950,19950,4.4,3732,UK,15,80,5
Global Pathways,Telangana,Nizamabad,1452,930,72000,3600,75600,3.1,3680,US,52,23,25
Apex Consultants Global,Nagaland,Tuensang,3969,3034,58000,2900,60900,4.6,3136,US,62,20,18
Global Guidance,Mizoram,Champhai,4424,2859,62000,3100,65100,3.7,850,Germany,13,10,77
Summit Services,Uttarakhand,Roorkee,132,90,63000,3150,66150,4,2104,Germany,21,5,74
Study Ventures,Goa,North Goa,2805,2383,55000,2750,57750,3.4,1845,US,48,26,26
Elite Solutions International,Chhattisgarh,Durg,644,461,61000,3050,64050,3.1,2434,Germany,14,13,73
Premier Experts,Himachal Pradesh,Mandi,2051,1602,61000,3050,64050,4.1,1546,Germany,25,10,65
Path Advisors,Bihar,Muzaffarpur,4847,3005,30000,1500,31500,3.5,2071,US,64,26,10
Gateway Group,Arunachal Pradesh,Bomdila,926,684,49000,2450,51450,3,3599,Germany,8,45,47
Premier Consultants,West Bengal,Darjeeling,4109,2629,17000,850,17850,4.5,461,UK,36,58,6
Pioneer Pathways India,Bihar,Bhagalpur,3979,3318,20000,1000,21000,4.7,1459,US,75,7,18
Path Education,Karnataka,Hubballi,552,337,47000,2350,49350,3.7,2188,US,64,28,8
Horizon Pathways,Kerala,Thrissur,2999,2135,74000,3700,77700,4.4,691,UK,27,49,24
Apex Experts India,Gujarat,Rajkot,4185,3800,49000,2450,51450,3.7,1964,UK,19,54,27
Edu Consultants,Sikkim,Singtam,2892,2493,34000,1700,35700,3.8,2780,Germany,11,13,76
Vision Pathways,Manipur,Ukhrul,924,702,22000,1100,23100,4,661,Germany,18,27,55
Edu Guidance International,Andhra Pradesh,Vijayawada,1890,1253,26000,1300,27300,3.6,1188,Germany,10,14,76
Study Services,Gujarat,Rajkot,4297,3261,62000,3100,65100,4.8,1733,Germany,8,14,78
Elite Pathways,West Bengal,Durgapur,3866,3247,45000,2250,47250,4,396,UK,14,67,19
Global Solutions,Mizoram,Serchhip,360,284,35000,1750,36750,3.1,186,Germany,18,15,67
Elite Experts,Manipur,Ukhrul,2087,1936,20000,1000,21000,3.8,2811,US,73,17,10
Vision Advisors,Jharkhand,Jamshedpur,2262,1499,10000,500,10500,4.5,1169,Germany,8,17,75
Gateway Pathways,Arunachal Pradesh,Itanagar,3510,3106,75000,3750,78750,4.9,1750,US,57,14,29
Study Guidance,Karnataka,Bengaluru,895,736,53000,2650,55650,5,1182,Germany,15,32,53
Horizon Experts,Tripura,Ambassa,4424,3980,66000,3300,69300,4.4,20,Germany,14,10,76
Pioneer Experts Network,Arunachal Pradesh,Itanagar,1053,844,64000,3200,67200,5,2240,Germany,7,21,72
Edu Services,Himachal Pradesh,Mandi,2001,1674,31000,1550,32550,3,3565,Germany,18,18,64
Premier Solutions,Tamil Nadu,Salem,2317,1402,51000,2550,53550,3.5,2397,Germany,23,9,68
Global Pathways,Andhra Pradesh,Kurnool,1441,898,33000,1650,34650,4.4,1088,UK,7,61,32
Pinnacle Services,Gujarat,Ahmedabad,1232,785,19000,950,19950,3.9,3041,US,64,19,17
Elite Mentors,Delhi,Connaught Place,2108,1549,19000,950,19950,5,2119,US,74,10,16
Future Consultants,Kerala,Thrissur,411,295,61000,3050,64050,4.7,326,Germany,14,9,77
Overseas Mentors,Madhya Pradesh,Indore,2949,2211,42000,2100,44100,4.7,2158,UK,16,76,8
Overseas Pathways,Tamil Nadu,Madurai,4712,3565,17000,850,17850,4.8,3150,UK,16,71,13
Edu Consultants,Jammu and Kashmir,Baramulla,2754,1934,73000,3650,76650,4.3,3632,Germany,12,41,47
Gateway Ventures,Kerala,Kozhikode,2216,1982,17000,850,17850,4.5,2065,UK,20,70,10
Summit Mentors,Mizoram,Serchhip,4516,3720,35000,1750,36750,3,1736,US,67,11,22
Overseas Pathways,Nagaland,Mokokchung,206,127,70000,3500,73500,4.6,794,Germany,19,32,49
Elite Solutions Global,Andhra Pradesh,Kurnool,4591,4165,28000,1400,29400,3.4,4770,UK,24,62,14
Edu Guidance International,Kerala,Kozhikode,2267,2095,63000,3150,66150,4.5,1969,UK,21,63,16
Pioneer Mentors Network,Kerala,Kollam,116,98,54000,2700,56700,4.6,190,US,70,11,19
Premier Group,Arunachal Pradesh,Bomdila,3532,2303,66000,3300,69300,3.3,989,Germany,15,18,67
Summit Guidance,Andhra Pradesh,Vijayawada,1157,978,63000,3150,66150,4.1,839,Germany,24,11,65
Global Experts,Uttar Pradesh,Lucknow,2612,2253,60000,3000,63000,5,276,US,55,29,16
Elite Mentors International,Bihar,Patna,2127,1797,15000,750,15750,3.8,1503,UK,11,64,25
Horizon Education,West Bengal,Siliguri,1457,1350,55000,2750,57750,4.2,2243,UK,9,46,45
Future Services,Uttar Pradesh,Kanpur,4405,2986,41000,2050,43050,4.6,3082,UK,18,71,11
Path Advisors,Haryana,Faridabad,2266,1964,11000,550,11550,3,4804,US,74,18,8
Premier Education,Punjab,Ludhiana,696,638,11000,550,11550,4.6,550,Germany,8,35,57
Pioneer Pathways Network,Chhattisgarh,Durg,1526,1158,70000,3500,73500,4.7,4606,UK,34,54,12
Study Advisors India,Himachal Pradesh,Solan,2071,1628,67000,3350,70350,4.1,3540,US,58,32,10
Pinnacle Guidance,Nagaland,Dimapur,1200,801,33000,1650,34650,3.4,982,Germany,5,38,57
Apex Guidance,Delhi,Dwarka,4012,3153,52000,2600,54600,3.1,2865,US,59,21,20
Gateway Group,Kerala,Kozhikode,2981,2091,67000,3350,70350,3.4,2928,UK,37,53,10
Global Ventures International,Arunachal Pradesh,Itanagar,385,272,50000,2500,52500,3.7,4354,UK,26,69,5
Global Pathways Global,Haryana,Rohtak,3497,2593,46000,2300,48300,4.9,2397,Germany,10,30,60
Path Group,Telangana,Khammam,1360,956,70000,3500,73500,4.6,3679,US,62,11,27
Pioneer Solutions,Tripura,Ambassa,3775,2325,10000,500,10500,4.6,927,Germany,32,13,55
Horizon Guidance,Jammu and Kashmir,Jammu,1748,1588,60000,3000,63000,4.3,525,US,79,12,9
Future Mentors Network,Nagaland,Dimapur,1811,1242,67000,3350,70350,5,1437,US,47,12,41
Overseas Pathways,Maharashtra,Nashik,1819,1684,24000,1200,25200,4.5,1388,Germany,8,43,49
Study Guidance,Uttarakhand,Haridwar,487,377,53000,2650,55650,3.5,4605,Germany,9,29,62
Horizon Consultants,Mizoram,Champhai,3442,3220,72000,3600,75600,4.6,4233,US,80,11,9
Path Solutions Global,Uttar Pradesh,Prayagraj,1250,890,32000,1600,33600,4.5,1443,US,59,10,31
Premier Consultants,Gujarat,Surat,1860,1559,63000,3150,66150,5,4134,UK,15,75,10
Path Group,Uttar Pradesh,Noida,388,364,21000,1050,22050,4.2,165,US,51,36,13
Pinnacle Guidance,Meghalaya,Jowai,1783,1529,23000,1150,24150,4.4,714,Germany,28,17,55
Pioneer Group,Delhi,Vasant Kunj,4779,2945,27000,1350,28350,3.6,1669,UK,8,67,25
Pinnacle Guidance,Meghalaya,Shillong,3193,2250,64000,3200,67200,3.2,3681,US,62,25,13
Gateway Education,Himachal Pradesh,Manali,1749,1341,45000,2250,47250,4.9,3723,US,47,30,23
Pinnacle Ventures,Maharashtra,Thane,1798,1271,38000,1900,39900,4.6,4277,Germany,14,37,49
Summit Experts,Punjab,Jalandhar,4526,2824,28000,1400,29400,3.1,2391,UK,24,71,5
Overseas Services,Odisha,Sambalpur,4019,3256,59000,2950,61950,4.2,3180,US,78,14,8
Global Pathways India,Tamil Nadu,Coimbatore,3755,2443,34000,1700,35700,4.7,26,UK,36,57,7
Apex Consultants Global,Odisha,Rourkela,3877,3314,19000,950,19950,4.9,4619,Germany,9,18,73
Vision Services India,Mizoram,Kolasib,492,408,70000,3500,73500,3.2,312,Germany,19,26,55
Path Pathways,Tamil Nadu,Coimbatore,4139,3872,47000,2350,49350,4.7,2750,US,60,35,5
Horizon Advisors Network,Andhra Pradesh,Tirupati,1357,1023,48000,2400,50400,4.6,1964,UK,32,47,21
Apex Solutions,Rajasthan,Ajmer,3706,2387,39000,1950,40950,3.3,1360,Germany,8,16,76
Edu Advisors,Telangana,Khammam,610,392,31000,1550,32550,4.2,2102,UK,15,74,11
Horizon Experts,Arunachal Pradesh,Pasighat,1779,1422,49000,2450,51450,3.8,3297,UK,10,53,37
Pinnacle Solutions,Mizoram,Kolasib,4462,2893,17000,850,17850,4.8,4042,US,60,13,27
Pinnacle Consultants Network,Kerala,Thrissur,3323,2760,75000,3750,78750,4,1233,US,53,6,41
Gateway Group,Odisha,Rourkela,649,445,69000,3450,72450,4.9,4603,Germany,5,23,72
Elite Group,Jammu and Kashmir,Baramulla,1339,975,47000,2350,49350,4.8,4769,Germany,12,16,72
Elite Solutions,Haryana,Gurugram,3411,2887,66000,3300,69300,4,1825,Germany,12,15,73
Premier Pathways,Assam,Silchar,832,732,14000,700,14700,4.8,2842,Germany,12,8,80
Summit Experts Network,Nagaland,Kohima,3782,3443,54000,2700,56700,3.2,1821,UK,41,53,6
Elite Services,Manipur,Bishnupur,4147,3145,50000,2500,52500,4.5,4547,US,75,16,9
Future Advisors,Himachal Pradesh,Dharamshala,1321,829,32000,1600,33600,4.4,1016,UK,29,66,5
Path Pathways,Rajasthan,Jaipur,2406,2084,27000,1350,28350,3.2,1160,US,77,12,11
Vision Ventures International,Mizoram,Kolasib,3467,2807,67000,3350,70350,4.6,352,Germany,23,8,69
Summit Pathways,Odisha,Berhampur,683,518,31000,1550,32550,4.5,4407,Germany,17,20,63
Gateway Guidance,Gujarat,Gandhinagar,4001,2750,57000,2850,59850,3.2,1716,UK,35,60,5
Path Mentors,Meghalaya,Nongpoh,2327,1551,39000,1950,40950,3.6,2659,UK,19,45,36
Premier Consultants,Gujarat,Jamnagar,1214,1061,57000,2850,59850,3.2,1637,US,65,13,22
Pioneer Pathways India,Madhya Pradesh,Bhopal,601,376,19000,950,19950,4.1,3367,Germany,8,23,69
Summit Guidance,Uttarakhand,Haridwar,354,231,43000,2150,45150,4.9,4644,US,45,18,37
Vision Consultants,Manipur,Churachandpur,2552,2209,52000,2600,54600,4.3,1682,UK,13,68,19
Edu Experts India,Rajasthan,Bikaner,3926,2870,69000,3450,72450,3.5,3696,UK,39,48,13
Horizon Services,Andhra Pradesh,Tirupati,622,380,19000,950,19950,4.8,4582,UK,14,73,13
Edu Consultants,Odisha,Berhampur,892,797,31000,1550,32550,4.4,3370,US,62,19,19
Summit Consultants,Uttarakhand,Dehradun,4686,4106,75000,3750,78750,3.3,1305,US,50,12,38
Pinnacle Ventures Global,Meghalaya,Shillong,4681,2809,50000,2500,52500,4.9,214,US,47,24,29
Elite Services,Meghalaya,Williamnagar,1322,913,38000,1900,39900,4.9,4027,Germany,8,14,78
Path Advisors,Uttar Pradesh,Kanpur,1032,623,56000,2800,58800,4.6,3576,Germany,13,34,53
Overseas Solutions,Andhra Pradesh,Nellore,379,235,48000,2400,50400,3.8,1648,UK,9,75,16
Premier Advisors,Delhi,Vasant Kunj,1079,958,53000,2650,55650,3.9,4984,US,63,30,7
Horizon Experts,Kerala,Kozhikode,4494,4030,52000,2600,54600,3.8,1159,Germany,8,12,80
Gateway Education,Maharashtra,Aurangabad,1438,1358,35000,1750,36750,3.6,178,US,79,7,14
Elite Pathways,Bihar,Darbhanga,4698,4021,28000,1400,29400,3.8,4805,US,49,42,9
Future Pathways,Kerala,Thiruvananthapuram,1251,797,53000,2650,55650,4.5,4209,US,61,31,8
Elite Solutions International,Odisha,Rourkela,4577,2992,13000,650,13650,4.4,490,Germany,10,15,75
Horizon Ventures,Bihar,Darbhanga,4087,3300,10000,500,10500,4.6,1863,US,74,8,18
Elite Consultants India,Kerala,Kochi,2530,1595,51000,2550,53550,4,2986,UK,5,73,22
Path Guidance,Nagaland,Kohima,4793,3404,69000,3450,72450,4.8,1139,UK,11,64,25
Path Services,Bihar,Patna,4695,3126,64000,3200,67200,3.7,328,UK,13,54,33
Edu Pathways,Chhattisgarh,Bilaspur,4590,3693,15000,750,15750,3.8,4794,Germany,12,19,69
Vision Mentors,Sikkim,Gangtok,998,677,63000,3150,66150,4.1,2785,US,71,6,23
